latent_len,avg_accuracy
10.0,0.14216666666666666
12.0,0.1335
15.0,0.14096666666666668
16.0,0.147
18.0,0.1447
20.0,0.14093333333333333
21.0,0.14596666666666666
22.0,0.14856666666666665
23.0,0.15113333333333334
24.0,0.14776666666666669
25.0,0.14670000000000002
26.0,0.15263333333333332
27.0,0.15623333333333334
28.0,0.15683333333333332
29.0,0.1551
30.0,0.14876666666666669
